ProdTaken,Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,MaritalStatus,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisiting,Designation,MonthlyIncome
1,-0.1698458922751103,1,1.4683686860803609,-1.1259861204317216,2,1,0.13096605546878118,-0.7124339061840004,1,-0.7252217672111319,2,-1.223399298185786,1.5612213474200076,-0.7894767945578484,0.7823919753973879,-1.3901532846571891,2,-0.4881150375344485
0,1.258136031346164,0,-0.7138709422446023,-0.1639059462115136,2,2,0.13096605546878118,0.2894006546409115,1,0.529604426816483,0,-0.6747273310757648,-0.6405241650407532,-0.05722583216719137,0.7823919753973879,0.9566155826901913,2,-0.6522669570283703
1,-0.06000112891962764,1,-0.7138709422446023,-0.8854660768766697,0,2,0.13096605546878118,0.2894006546409115,0,-0.7252217672111319,2,2.0686325044743414,1.5612213474200076,-0.05722583216719137,-1.2781317184293537,-1.3901532846571891,1,-1.2305077858366233
0,-0.4993801823415582,0,-0.7138709422446023,-0.7652060550991436,2,1,-1.248693597831653,-0.7124339061840004,0,-0.7252217672111319,0,-0.6747273310757648,1.5612213474200076,1.4072760926141226,0.7823919753973879,-0.21676885098349882,1,-1.074725141496505
0,-0.1698458922751103,1,-0.7138709422446023,-0.8854660768766697,3,2,-1.248693597831653,-0.7124339061840004,0,0.529604426816483,0,-1.223399298185786,-0.6405241650407532,1.4072760926141226,0.7823919753973879,-1.3901532846571891,1,-0.9683973048834087
0,-0.6092249456970409,0,-0.7138709422446023,-0.8854660768766697,2,2,0.13096605546878118,-0.7124339061840004,0,-0.7252217672111319,2,-1.223399298185786,-0.6405241650407532,1.4072760926141226,0.7823919753973879,-0.21676885098349882,1,-1.044481624463442
0,2.3565836649009904,1,-0.7138709422446023,-0.7652060550991436,3,1,-1.248693597831653,-1.7142684670089123,0,1.7844306208440979,0,0.9712885702542989,1.5612213474200076,-0.7894767945578484,0.7823919753973879,-0.21676885098349882,1,-1.120185522445575
0,-0.8289144724080061,1,-0.7138709422446023,1.7602544022289024,2,2,0.13096605546878118,-0.7124339061840004,0,-0.7252217672111319,1,-0.6747273310757648,-0.6405241650407532,-0.7894767945578484,-1.2781317184293537,-0.21676885098349882,1,-1.1158106740697231
0,0.049843634435854996,0,-0.7138709422446023,1.6399943804513764,2,2,-1.248693597831653,0.2894006546409115,3,-0.7252217672111319,3,-1.223399298185786,-0.6405241650407532,-0.05722583216719137,-1.2781317184293537,-1.3901532846571891,3,0.18389971515619546
0,-0.1698458922751103,1,-0.7138709422446023,2.1210344675614805,3,2,0.13096605546878118,-0.7124339061840004,1,-0.7252217672111319,0,2.0686325044743414,-0.6405241650407532,-0.05722583216719137,0.7823919753973879,-1.3901532846571891,2,-0.6319144015407114
0,-0.2796906556305929,1,-0.7138709422446023,0.7981742280086944,3,2,-1.248693597831653,-1.7142684670089123,0,0.529604426816483,0,-1.223399298185786,-0.6405241650407532,-0.05722583216719137,0.7823919753973879,-0.21676885098349882,1,-1.1665969573893953
0,-0.1698458922751103,1,-0.7138709422446023,0.6779142062311684,2,1,-1.248693597831653,0.2894006546409115,1,-0.7252217672111319,2,-1.223399298185786,1.5612213474200076,-0.05722583216719137,-1.2781317184293537,-1.3901532846571891,2,-0.23056961575603585
0,-0.7190697090525234,1,-0.7138709422446023,2.0007744457839545,2,2,-1.248693597831653,-0.7124339061840004,0,-0.7252217672111319,1,-0.6747273310757648,-0.6405241650407532,-0.05722583216719137,-1.2781317184293537,-0.21676885098349882,1,-1.074344719898605
0,-0.3895354189860756,1,-0.7138709422446023,1.1589542933412724,3,2,0.13096605546878118,-0.7124339061840004,0,-0.7252217672111319,1,-1.223399298185786,-0.6405241650407532,-0.05722583216719137,-1.2781317184293537,0.9566155826901913,1,-1.1218974196361258
1,-1.0486039991189715,1,-0.7138709422446023,1.7602544022289024,2,2,-1.248693597831653,0.2894006546409115,0,-0.7252217672111319,2,1.5199605373643201,1.5612213474200076,-0.7894767945578484,-1.2781317184293537,-1.3901532846571891,1,-1.2423008553715285
0,-0.9387592357634887,1,-0.7138709422446023,1.3994743368963245,2,1,-1.248693597831653,-1.7142684670089123,3,1.7844306208440979,1,-0.6747273310757648,-0.6405241650407532,1.4072760926141226,0.7823919753973879,-0.21676885098349882,3,0.2702554178795333
0,-0.6092249456970409,1,-0.7138709422446023,-0.5246860115440917,2,2,0.13096605546878118,-1.7142684670089123,0,0.529604426816483,1,-1.223399298185786,1.5612213474200076,-0.7894767945578484,0.7823919753973879,-1.3901532846571891,1,-1.000733140704923
0,-1.7076725792518672,0,-0.7138709422446023,0.7981742280086944,3,2,0.13096605546878118,-1.7142684670089123,0,-0.7252217672111319,1,-0.6747273310757648,1.5612213474200076,-0.05722583216719137,-1.2781317184293537,-1.3901532846571891,1,-1.069779660723803
0,1.6975150847680947,1,1.4683686860803609,-0.8854660768766697,2,1,0.13096605546878118,0.2894006546409115,4,-0.7252217672111319,0,-0.12605536396574352,-0.6405241650407532,-0.05722583216719137,0.7823919753973879,-1.3901532846571891,0,1.3063336397606367
0,-0.1698458922751103,1,-0.7138709422446023,-0.8854660768766697,2,2,-1.248693597831653,-0.7124339061840004,0,-0.7252217672111319,2,1.5199605373643201,1.5612213474200076,0.6750251302234657,-1.2781317184293537,-0.21676885098349882,1,-0.23056961575603585
0,-0.1698458922751103,0,-0.7138709422446023,0.1968741191210644,2,1,0.13096605546878118,-1.7142684670089123,1,-0.7252217672111319,1,-1.223399298185786,-0.6405241650407532,-0.05722583216719137,0.7823919753973879,0.9566155826901913,2,-0.23056961575603585
1,-0.1698458922751103,1,1.4683686860803609,-0.04364592443398762,2,2,-1.248693597831653,0.2894006546409115,1,1.7844306208440979,2,-1.223399298185786,-0.6405241650407532,-0.7894767945578484,-1.2781317184293537,-1.3901532846571891,2,-0.9800001636193637
0,-0.3895354189860756,1,-0.7138709422446023,-0.28416596798903965,2,0,-1.248693597831653,-0.7124339061840004,3,0.529604426816483,3,-1.223399298185786,-0.6405241650407532,-0.05722583216719137,0.7823919753973879,-1.3901532846571891,3,0.6533399669650009
0,-1.8175173426073499,1,-0.7138709422446023,0.6779142062311684,2,2,0.13096605546878118,-0.7124339061840004,0,-0.7252217672111319,2,-0.6747273310757648,-0.6405241650407532,-0.05722583216719137,0.7823919753973879,-0.21676885098349882,1,-1.3937086513357948
1,-0.3895354189860756,1,-0.7138709422446023,-0.40442598976656563,3,2,-1.248693597831653,-0.7124339061840004,0,1.7844306208440979,2,-0.12605536396574352,-0.6405241650407532,-0.7894767945578484,0.7823919753973879,-0.21676885098349882,1,-1.065024390750051
0,1.6975150847680947,1,-0.7138709422446023,-0.5246860115440917,2,1,-1.248693597831653,-0.7124339061840004,2,-0.7252217672111319,1,0.9712885702542989,-0.6405241650407532,1.4072760926141226,-1.2781317184293537,-0.21676885098349882,4,2.0038366395105918
1,-0.1698458922751103,0,-0.7138709422446023,0.7981742280086944,2,1,0.13096605546878118,1.2912352154658235,0,1.7844306208440979,2,-0.6747273310757648,1.5612213474200076,0.6750251302234657,0.7823919753973879,0.9566155826901913,1,-0.23056961575603585
0,0.48922268785778555,1,1.4683686860803609,-0.1639059462115136,3,2,-1.248693597831653,-0.7124339061840004,1,0.529604426816483,0,-1.223399298185786,-0.6405241650407532,-0.05722583216719137,-1.2781317184293537,-0.21676885098349882,2,-0.3298596528079793
0,0.7089122145687509,1,-0.7138709422446023,-0.28416596798903965,3,1,-1.248693597831653,0.2894006546409115,3,-0.7252217672111319,0,0.4226166031442777,-0.6405241650407532,0.6750251302234657,0.7823919753973879,-1.3901532846571891,3,0.32123191199815554
0,0.9286017412797162,1,1.4683686860803609,-0.8854660768766697,3,1,-1.248693597831653,-0.7124339061840004,2,1.7844306208440979,2,0.4226166031442777,-0.6405241650407532,-0.7894767945578484,-1.2781317184293537,-0.21676885098349882,4,1.9758756520649294
0,-0.4993801823415582,1,-0.7138709422446023,-0.8854660768766697,3,2,0.13096605546878118,-0.7124339061840004,0,-0.7252217672111319,2,0.9712885702542989,-0.6405241650407532,-0.05722583216719137,0.7823919753973879,0.9566155826901913,1,-1.1532822014628896
0,0.7089122145687509,1,-0.7138709422446023,0.07661409734353838,2,2,-1.248693597831653,-0.7124339061840004,1,-0.7252217672111319,0,-0.12605536396574352,1.5612213474200076,-0.05722583216719137,0.7823919753973879,-0.21676885098349882,2,-0.39833554043000924
0,-0.8289144724080061,1,-0.7138709422446023,-0.04364592443398762,3,2,-1.248693597831653,0.2894006546409115,0,-0.7252217672111319,2,-0.6747273310757648,-0.6405241650407532,0.6750251302234657,0.7823919753973879,-0.21676885098349882,1,-1.2084433331584137
1,0.15968839779133764,1,1.4683686860803609,-0.5246860115440917,1,2,-1.248693597831653,-0.7124339061840004,1,-0.7252217672111319,0,0.4226166031442777,-0.6405241650407532,-0.7894767945578484,-1.2781317184293537,-0.21676885098349882,2,-1.2312686290324237
1,-1.487983052540902,1,-0.7138709422446023,-1.1259861204317216,3,2,0.13096605546878118,-0.7124339061840004,0,-0.7252217672111319,0,-0.12605536396574352,1.5612213474200076,-0.05722583216719137,0.7823919753973879,0.9566155826901913,1,-1.1918949936497565
0,0.5990674512132682,1,-0.7138709422446023,-0.8854660768766697,3,1,0.13096605546878118,-1.7142684670089123,0,-0.7252217672111319,1,-0.6747273310757648,-0.6405241650407532,-0.7894767945578484,-1.2781317184293537,-0.21676885098349882,1,-1.124940792419327
1,1.3679807947016467,1,1.4683686860803609,-0.7652060550991436,3,2,-1.248693597831653,0.2894006546409115,0,-0.7252217672111319,0,-0.6747273310757648,1.5612213474200076,0.6750251302234657,-1.2781317184293537,-1.3901532846571891,1,-1.117712782059224
0,-0.2796906556305929,1,1.4683686860803609,-0.8854660768766697,3,1,0.13096605546878118,-0.7124339061840004,0,-0.7252217672111319,0,-0.6747273310757648,-0.6405241650407532,-0.7894767945578484,0.7823919753973879,-1.3901532846571891,1,-1.2449638065568296
0,-0.1698458922751103,1,-0.7138709422446023,-0.5246860115440917,2,1,-1.248693597831653,0.2894006546409115,0,-0.7252217672111319,0,-1.223399298185786,1.5612213474200076,-0.7894767945578484,0.7823919753973879,-1.3901532846571891,1,13.588815560364361
0,-0.4993801823415582,0,1.4683686860803609,-1.1259861204317216,2,1,-1.248693597831653,-1.7142684670089123,1,1.7844306208440979,0,-0.12605536396574352,-0.6405241650407532,-0.05722583216719137,0.7823919753973879,-1.3901532846571891,2,-0.6054751004866499
